Name,Price,Rate,Rating_count,Details,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Lorenzo Villoresi Teint De Neige EDP,790 ,5,1 ,"['Lorenzo Villoresi Firenze', 'Unisex', 'Perfume', 'Romantic', 'Floral', '100 ml', '2000', 'Jasmin, Ylang Ylang, Tonka bean, Rose, Heliotrope, Musk, sweet, powdery, floral notes', 'Eau de Parfum', 'Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes', 'Tonka bean, Jasmin, Rose, sweet, powdery, floral notes', 'Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes']",Lorenzo Villoresi Firenze,Unisex,Perfume,Romantic,Floral,100_ml,2000,"Jasmin, Ylang Ylang, Tonka bean, Rose, Heliotrope, Musk, sweet, powdery, floral notes",Eau de Parfum,"Jasmin, Rose, Ylang Ylang, sweet, powdery, floral notes","Tonka bean, Jasmin, Rose, sweet, powdery, floral notes","Heliotrope, Musk, Rose, Jasmin, sweet, powdery, floral notes"
Candy Addict V Vanille EDP - 50 ml,139 ,5,2 ,"['Candy Addict', 'Unisex', 'Perfume', 'Extravagant', 'Oriental', '50 ml', '2021', 'Pink Pepper, Sage, Vanilla', 'Eau de Parfum', 'Pink Pepper', 'Sage', 'Vanilla']",Candy Addict,Unisex,Perfume,Extravagant,Oriental,50_ml,2021,"Pink Pepper, Sage, Vanilla",Eau de Parfum,Pink Pepper,Sage,Vanilla
Guerlain Le Frenchy EDP,1999 ,No-Rate,0,"['Guerlain', 'Men', 'Perfume', 'Dynamic', 'Citrus', '100 ml', '2017', 'Bergamot, Lemon Verbena, Lemon, Petitgrain, Citron, Neroli, Lavender, Sage, Vetiver, Ambergris, Tonka Bean', 'Eau de Parfum', 'Bergamot, Lemon Verbena, Lemon', 'Petitgrain, Citron, Neroli, Lavender, Sage', 'Vetiver, Ambergris, Tonka Bean']",Guerlain,Men,Perfume,Dynamic,Citrus,100_ml,2017,"Bergamot, Lemon Verbena, Lemon, Petitgrain, Citron, Neroli, Lavender, Sage, Vetiver, Ambergris, Tonka Bean",Eau de Parfum,"Bergamot, Lemon Verbena, Lemon","Petitgrain, Citron, Neroli, Lavender, Sage","Vetiver, Ambergris, Tonka Bean"
Chopard Happy Spirit,177 ,No-Rate,0,"['Chopard', 'Women', 'Perfume', 'Extravagant', 'Fruity', '75 ml', '2007', 'Berries, oranges, honeysuckles, osmanthus, cashmere woods, musk, amber', 'Eau de Parfum', 'Berries, oranges', 'Honey flowers, osmanthus', 'Cashmere woods, musk, amber']",Chopard,Women,Perfume,Extravagant,Fruity,75_ml,2007,"Berries, oranges, honeysuckles, osmanthus, cashmere woods, musk, amber",Eau de Parfum,"Berries, oranges","Honey flowers, osmanthus","Cashmere woods, musk, amber"
Burberry Mr. Burberry,169 ,No-Rate,0,"['Burberry', 'Men', 'Perfume', 'Charismatic', 'Aromatic', '150 ml', '2016', 'Grapefruit, Cedar, Cardamom, Vetiver, Birch, Leaf, Tarragon, Nutmeg, Guaiac Wood, Sandalwood, Mint', 'Eau de Parfum', 'Cinnamon, Tarragon, Cardamom, Grapefruit.', 'Lavender, Cedarwood, Nutmeg, Birch leaf.', 'Vetiver']",Burberry,Men,Perfume,Charismatic,Aromatic,150_ml,2016,"Grapefruit, Cedar, Cardamom, Vetiver, Birch, Leaf, Tarragon, Nutmeg, Guaiac Wood, Sandalwood, Mint",Eau de Parfum,"Cinnamon, Tarragon, Cardamom, Grapefruit.","Lavender, Cedarwood, Nutmeg, Birch leaf.",Vetiver
Dolce & Gabbana The One for Women,299 ,No-Rate,0,"['Dolce&Gabbana', 'Women', 'Perfume', 'Modern', 'Floral Oriental', '50 ml', '2006', 'mandarin, bergamot, litchi, peach, jasmine, lily of the valley, plum, vetiver root, amber, musk, vanilla', 'Eau de Parfum', 'mandarin, bergamot, litchi', 'peach, jasmine, lily of the valley, plum', 'vetiver root, amber, musk, vanilla']",Dolce&Gabbana,Women,Perfume,Modern,FloralOriental,50_ml,2006,"mandarin, bergamot, litchi, peach, jasmine, lily of the valley, plum, vetiver root, amber, musk, vanilla",Eau de Parfum,"mandarin, bergamot, litchi","peach, jasmine, lily of the valley, plum","vetiver root, amber, musk, vanilla"
Lacoste Pour Femme,154 ,No-Rate,0,"['Lacoste', 'Women', 'Perfume', 'Romantic', 'Woody', '90 ml', '2003', 'Pepper, Freesia Accord, Hibiscus, Jasmine, Rose, Sandalwood, Incense, Cedar, Musk', 'Eau de Parfum', 'Pepper, Freesia Accord', 'Hibiscus, Jasmine, Rose', 'Sandalwood, Incense, Cedar, Musk']",Lacoste,Women,Perfume,Romantic,Woody,90_ml,2003,"Pepper, Freesia Accord, Hibiscus, Jasmine, Rose, Sandalwood, Incense, Cedar, Musk",Eau de Parfum,"Pepper, Freesia Accord","Hibiscus, Jasmine, Rose","Sandalwood, Incense, Cedar, Musk"
Guerlain Musc Noble,567 ,5,1 ,"['Guerlain', 'Unisex', 'Perfume', 'Modern', 'Floral Oriental', '125 ml', 'Aldehydes, Pink Pepper, Saffron, Geranium, Musk, Rose, Iris Root, Leather, Cedarwood, Amber, Labadenum, Musk', 'Eau de Parfum', 'Aldehydes, Pink Pepper, Saffron', 'Geranium, musk, rose', 'Iris root, leather, cedar wood, amber, labadenum, musk']",Guerlain,Unisex,Perfume,Modern,FloralOriental,125_ml,,"Aldehydes, Pink Pepper, Saffron, Geranium, Musk, Rose, Iris Root, Leather, Cedarwood, Amber, Labadenum, Musk",Eau de Parfum,"Aldehydes, Pink Pepper, Saffron","Geranium, musk, rose","Iris root, leather, cedar wood, amber, labadenum, musk"
Dolce & Gabbana Pour Femme Intense,269 ,4.8,6 ,"['Dolce&Gabbana', 'Women', 'Perfume', 'Modern', 'Floral Oriental', '50 ml', '2013', 'green mandarin, neroli, tuberose, orange blossom, marshmallow, sandalwood.', 'Eau de Parfum', 'Neroli, Green mandarin', 'Orange blossom, Tuberose', 'Marshmallow, Sandalwood']",Dolce&Gabbana,Women,Perfume,Modern,FloralOriental,50_ml,2013,"green mandarin, neroli, tuberose, orange blossom, marshmallow, sandalwood.",Eau de Parfum,"Neroli, Green mandarin","Orange blossom, Tuberose","Marshmallow, Sandalwood"
Candy Addict Marshmallow Mash EDP - 50 ml,139 ,5,1 ,"['Candy Addict', 'Women', 'Perfume', 'Feminine', 'Sweet', '50 ml', '2021', 'Peach, Marshmallow, Vanilla', 'Eau de Parfum', 'Peach', 'Marshmallow', 'Vanilla']",Candy Addict,Women,Perfume,Feminine,Mixed-Scent,50_ml,2021,"Peach, Marshmallow, Vanilla",Eau de Parfum,Peach,Marshmallow,Vanilla
Candy Addict V Vanille Hair Mist - 100 ml,179 ,5,3 ,"['Candy Addict', 'Unisex', 'Hair Mist', 'Extravagant', 'Oriental', '100 ml', '2019', 'Pink Pepper, Sage, Vanilla', 'Pink Pepper', 'Sage', 'Vanilla']",Candy Addict,Unisex,Hair Mist,Extravagant,Oriental,100_ml,2019,"Pink Pepper, Sage, Vanilla",,Pink Pepper,Sage,Vanilla
Dolce & Gabbana Pour Homme Intenso,211 ,No-Rate,0,"['Dolce&Gabbana', 'Men', 'Perfume', 'Modern', 'Aromatic', '125 ml', '2012', 'sea notes, basil, lavender, geranium, calendula, tobacco, hay, bran, sage, adan, sandalwood, cypress, musk, amber', 'Eau de Parfum', 'sea notes, basil, lavender, geranium, calendula', 'tobacco, hay, bran, sage', 'adan, sandalwood, cypress, musk, amber']",Dolce&Gabbana,Men,Perfume,Modern,Aromatic,125_ml,2012,"sea notes, basil, lavender, geranium, calendula, tobacco, hay, bran, sage, adan, sandalwood, cypress, musk, amber",Eau de Parfum,"sea notes, basil, lavender, geranium, calendula","tobacco, hay, bran, sage","adan, sandalwood, cypress, musk, amber"
Jaguar Classic Black,95 ,3.5,1 ,"['Jaguar', 'Men', 'Perfume', 'Charismatic', 'Oriental', '100 ml', '2002', 'Green Apple, Tangerine, Orange,Cardamom, Nutmeg, Black Tea,Sandalwood, White Musk, Cedarwood', 'Eau de Toilette', 'Green Apple, Tangerine, Orange', 'Cardamom, Nutmeg, Black Tea', 'Sandalwood, White Musk, Cedarwood']",Jaguar,Men,Perfume,Charismatic,Oriental,100_ml,2002,"Green Apple, Tangerine, Orange,Cardamom, Nutmeg, Black Tea,Sandalwood, White Musk, Cedarwood",Eau de Toilette,"Green Apple, Tangerine, Orange","Cardamom, Nutmeg, Black Tea","Sandalwood, White Musk, Cedarwood"
Versace Yellow Diamond,229 ,No-Rate,0,"['Versace', 'Women', 'Perfume', 'Romantic', 'Floral', '50 ml', '2011', 'lemon, bergamot, neroli, pear sorbet, orange blossom, freesia, mimosa, water lily, amber, precious musk, guaiac wood.', 'Eau de Toilette', 'lemon, bergamot, neroli, pear sorbet', 'orange blossom, freesia, mimosa, water lily', 'amber, precious musk, guaiac wood.']",Versace,Women,Perfume,Romantic,Floral,50_ml,2011,"lemon, bergamot, neroli, pear sorbet, orange blossom, freesia, mimosa, water lily, amber, precious musk, guaiac wood.",Eau de Toilette,"lemon, bergamot, neroli, pear sorbet","orange blossom, freesia, mimosa, water lily","amber, precious musk, guaiac wood."
Narciso Rodriguez Pure Musc For Her,385 ,5,2 ,"['Narciso Rodriguez', 'Women', 'Perfume', 'Romantic', 'Floral', '50 ml', '2019', 'Jasmine, Orange Blossom, Musk, Cashmeran, Amber, Patchouli', 'Eau de Parfum', 'Jasmine, Orange Blossom', 'Musk', 'Cashmeran, Amber, Patchouli']",Narciso Rodriguez,Women,Perfume,Romantic,Floral,50_ml,2019,"Jasmine, Orange Blossom, Musk, Cashmeran, Amber, Patchouli",Eau de Parfum,"Jasmine, Orange Blossom",Musk,"Cashmeran, Amber, Patchouli"
Candy Addict Musky Musk EDP - 50 ml,139 ,5,1 ,"['Candy Addict', 'Unisex', 'Perfume', 'Charismatic', 'Musky', '50 ml', '2021', 'Bergamot, Rose, Musk', 'Eau de Parfum', 'Bergamot', 'Rose', 'Musk']",Candy Addict,Unisex,Perfume,Charismatic,Mixed-Scent,50_ml,2021,"Bergamot, Rose, Musk",Eau de Parfum,Bergamot,Rose,Musk
Candy Addict Powdery Pow EDP - 50 ml,139 ,5,1 ,"['Candy Addict', 'Women', 'Perfume', 'Feminine', 'Floral Oriental', '50 ml', '2021', 'Osmanthus , Musk , Amber', 'Eau de Parfum', 'Osmanthus', 'Musk', 'Amber']",Candy Addict,Women,Perfume,Feminine,FloralOriental,50_ml,2021,"Osmanthus , Musk , Amber",Eau de Parfum,Osmanthus,Musk,Amber
Narciso Rodriguez For Her EDP,379 ,4.25,2 ,"['Narciso Rodriguez', 'Women', 'Perfume', 'Feminine', 'Floral', '50 ml', '2006', 'Rose, Peach, Amber, Musk, Patchouli, Sandalwood', 'Eau de Parfum', 'Rose, Peach', 'Amber, Musk', 'Patchouli, Sandalwood']",Narciso Rodriguez,Women,Perfume,Feminine,Floral,50_ml,2006,"Rose, Peach, Amber, Musk, Patchouli, Sandalwood",Eau de Parfum,"Rose, Peach","Amber, Musk","Patchouli, Sandalwood"
Chanel Coromandel,2681 ,No-Rate,0,"['Chanel', 'Unisex', 'Perfume', 'Sophisticated', 'Woody Oriental', '75 ml', 'Citrus, bitter orange, neroli, jasmine, rose, patchouli, iris, incense, frankincense, benzoin, woods, musk, tahitian vanilla, white chocolate.', 'Eau de Parfum', 'Citrus, bitter orange, neroli', 'jasmine, rose, patchouli, iris', 'incense, frankincense, benzoin, woods, musk, tahitian vanilla, white chocolate.']",Chanel,Unisex,Perfume,Sophisticated,Woody_Oriental,75_ml,,"Citrus, bitter orange, neroli, jasmine, rose, patchouli, iris, incense, frankincense, benzoin, woods, musk, tahitian vanilla, white chocolate.",Eau de Parfum,"Citrus, bitter orange, neroli","jasmine, rose, patchouli, iris","incense, frankincense, benzoin, woods, musk, tahitian vanilla, white chocolate."
Elie Saab Le Parfum Royal,285 ,No-Rate,0,"['Elie Saab', 'Women', 'Perfume', 'Feminine', 'Floral', '90 ml', '2019', 'Mandarin, Neroli, rose, Vanilla, sandalwood essence, patchouli essence', 'Eau de Parfum', 'mandarin', 'Neroli, rose', 'Vanilla, sandalwood essence, patchouli essence']",Elie Saab,Women,Perfume,Feminine,Floral,90_ml,2019,"Mandarin, Neroli, rose, Vanilla, sandalwood essence, patchouli essence",Eau de Parfum,mandarin,"Neroli, rose","Vanilla, sandalwood essence, patchouli essence"
Versace Bright Crystal,259 ,3,1 ,"['Versace', 'Women', 'Perfume', 'Extravagant', 'Floral', '200 ml', '2006', 'pomegranate, yuzu, peony, magnolia, lotus, amber, musk, red woods.', 'Eau de Toilette', 'Pomegranate, Yuzu', 'Magnolia, Lotus, Peony', 'amber, musk, red woods.']",Versace,Women,Perfume,Extravagant,Floral,200_ml,2006,"pomegranate, yuzu, peony, magnolia, lotus, amber, musk, red woods.",Eau de Toilette,"Pomegranate, Yuzu","Magnolia, Lotus, Peony","amber, musk, red woods."
Tom Ford Noir Extreme,587 ,No-Rate,0,"['Tom Ford', 'Men', 'Perfume', 'Romantic', 'Soft Oriental', '50 ml', '2015', 'Mandarin, orange blossom, saffron, nutmeg, rose, jasmine, orange buds, woods, amber, sandalwood and vanilla.', 'Eau de Parfum', 'Bergamot, bitter orange, mandarin and ginger.', 'Rose, jasmine, orange buds.', 'vanilla, amber, sandalwood and mastic']",Tom Ford,Men,Perfume,Romantic,Soft_Oriental,50_ml,2015,"Mandarin, orange blossom, saffron, nutmeg, rose, jasmine, orange buds, woods, amber, sandalwood and vanilla.",Eau de Parfum,"Bergamot, bitter orange, mandarin and ginger.","Rose, jasmine, orange buds.","vanilla, amber, sandalwood and mastic"
Burberry My Burberry Black,239 ,5,1 ,"['Burberry', 'Women', 'Perfume', 'Feminine', 'Floral', '50 ml', '2016', 'Jasmine, Rose, Peach, Patchouli, Amber', 'Eau de Parfum', 'Jasmine flower', 'Candied rose, Peach nectar', 'Amber, Patchouli']",Burberry,Women,Perfume,Feminine,Floral,50_ml,2016,"Jasmine, Rose, Peach, Patchouli, Amber",Eau de Parfum,Jasmine flower,"Candied rose, Peach nectar","Amber, Patchouli"
Versace Pour Homme,199 ,4.67,3 ,"['Versace', 'Men', 'Perfume', 'Extravagant', 'Aromatic', '100 ml', '2008', 'lemon, neroli, bergamot, rose de mai,hyacinth, clary sage, cedar, geranium, tonka bean, musk, amber.', 'Eau de Toilette', 'lemon, neroli, bergamot, rose de mai', 'hyacinth, clary sage, cedar, geranium', 'tonka bean, musk, amber.']",Versace,Men,Perfume,Extravagant,Aromatic,100_ml,2008,"lemon, neroli, bergamot, rose de mai,hyacinth, clary sage, cedar, geranium, tonka bean, musk, amber.",Eau de Toilette,"lemon, neroli, bergamot, rose de mai","hyacinth, clary sage, cedar, geranium","tonka bean, musk, amber."
Mont Blanc Emblem Intense,174 ,4,2 ,"['Mont Blanc', 'Men', 'Perfume', 'Extravagant', 'Aromatic', '100 ml', '2014', 'Grapefruit, Clary Sage, Cardamom, Coriander, Violet Leaf, Apple, Rose, Cinnamon, Nutmeg, Woody Notes, Patchouli, Tonka Bean, Suede', 'Eau de Toilette', 'Grapefruit, Clary Sage, Cardamom, Coriander', 'Violet Leaf, Apple, Rose, Cinnamon, Nutmeg', 'Woody notes, Patchouli, Tonka Bean, Suede']",Mont Blanc,Men,Perfume,Extravagant,Aromatic,100_ml,2014,"Grapefruit, Clary Sage, Cardamom, Coriander, Violet Leaf, Apple, Rose, Cinnamon, Nutmeg, Woody Notes, Patchouli, Tonka Bean, Suede",Eau de Toilette,"Grapefruit, Clary Sage, Cardamom, Coriander","Violet Leaf, Apple, Rose, Cinnamon, Nutmeg","Woody notes, Patchouli, Tonka Bean, Suede"
Tom Ford Black Orchid,391 ,5,1 ,"['Tom Ford', 'Unisex', 'Perfume', 'Natural', 'Woody', '100 ml', '2006', 'Jasmine, Black Truffle, Ylang-ylang, Black Currant, Citrus, Black Orchid, Patchouli, Sandalwood, Dark Chocolate, Incense, Amber, Vetiver, Vanilla, Balsam', 'Eau de Parfum', 'Jasmine, Black Truffle, Ylang-ylang, Black Currant, Citrus', 'Black Orchid', 'Patchouli, Sandalwood, Dark Chocolate, Incense, Amber, Vetiver, Vanilla, Balsam']",Tom Ford,Unisex,Perfume,Natural,Woody,100_ml,2006,"Jasmine, Black Truffle, Ylang-ylang, Black Currant, Citrus, Black Orchid, Patchouli, Sandalwood, Dark Chocolate, Incense, Amber, Vetiver, Vanilla, Balsam",Eau de Parfum,"Jasmine, Black Truffle, Ylang-ylang, Black Currant, Citrus",Black Orchid,"Patchouli, Sandalwood, Dark Chocolate, Incense, Amber, Vetiver, Vanilla, Balsam"
Est̩e Lauder Private Collection,295 ,No-Rate,0,"['Est̩e Lauder', 'Women', 'Perfume', 'Feminine', 'Floral', '50 ml', '1973', 'Green Notes, Honeysuckle, Linden, Jasmin, Orange Blossom, Bulgarian Rose, Chrysanthemum, Reseda, Ylang-ylang, Coriander, Sandalwood, Amber, Musk', 'Eau de Parfum', 'Citrus Notes, Green Notes, Hyacinth', 'Narcissus, Rose, Jasmine, Pine, Reseda', 'Oakmoss, Cedar, Amber, Musk']",Est̩e Lauder,Women,Perfume,Feminine,Floral,50_ml,1973,"Green Notes, Honeysuckle, Linden, Jasmin, Orange Blossom, Bulgarian Rose, Chrysanthemum, Reseda, Ylang-ylang, Coriander, Sandalwood, Amber, Musk",Eau de Parfum,"Citrus Notes, Green Notes, Hyacinth","Narcissus, Rose, Jasmine, Pine, Reseda","Oakmoss, Cedar, Amber, Musk"
Narciso Rodriguez Narciso Poudree,395 ,No-Rate,0,"['Narciso Rodriguez', 'Women', 'Perfume', 'Feminine', 'Floral', '50 ml', '2016', 'Rose, Jasmine, Vetiver, Cedar', 'Eau de Parfum', 'Rose, Jasmine', 'Vetiver', 'Cedar']",Narciso Rodriguez,Women,Perfume,Feminine,Floral,50_ml,2016,"Rose, Jasmine, Vetiver, Cedar",Eau de Parfum,"Rose, Jasmine",Vetiver,Cedar
Calvin Klein Ck Sheer Beauty,169 ,5,1 ,"['Calvin Klein', 'Women', 'Perfume', 'Feminine', 'Soft Floral', '100 ml', '2010', 'Bergamot, Red Berries, Peach Bellin, Peony, Lilly, Jasmine, Sandalwood, Musk ,Vanilla', 'Eau de Toilette', 'Bergamot, Red Berries, Peach Bellin', 'Peony, Lilly, Jasmine', 'Sandalwood, Musk ,Vanilla']",Calvin Klein,Women,Perfume,Feminine,Soft_Floral,100_ml,2010,"Bergamot, Red Berries, Peach Bellin, Peony, Lilly, Jasmine, Sandalwood, Musk ,Vanilla",Eau de Toilette,"Bergamot, Red Berries, Peach Bellin","Peony, Lilly, Jasmine","Sandalwood, Musk ,Vanilla"
Nasomatto Black Afgano Extrait De Parfum,668 ,No-Rate,0,"['Nasomatto', 'Unisex', 'Perfume', 'Glamorous', 'Woody', '30 ml', 'Hemp, herbal scents, resins, woods, coffee, tobacco, incense, oud.', 'Extrait de Parfum', 'Hemp, herbal scents', 'resins, woods, coffee, tobacco', 'incense, oud.']",Nasomatto,Unisex,Perfume,Glamorous,Woody,30_ml,,"Hemp, herbal scents, resins, woods, coffee, tobacco, incense, oud.",,"Hemp, herbal scents","resins, woods, coffee, tobacco","incense, oud."
Elie Saab Le Parfum,222 ,5,4 ,"['Elie Saab', 'Women', 'Perfume', 'Feminine', 'Floral Oriental', '50 ml', '2011', 'Orange Blossom, jsmine, grandiflorum, sambac, cedar, patchouli, rose honey', 'Eau de Parfum', 'Orange Blossom', 'jasmine, grandiflorum, sambac', 'cedar, patchouli, rose honey']",Elie Saab,Women,Perfume,Feminine,FloralOriental,50_ml,2011,"Orange Blossom, jsmine, grandiflorum, sambac, cedar, patchouli, rose honey",Eau de Parfum,Orange Blossom,"jasmine, grandiflorum, sambac","cedar, patchouli, rose honey"
Bvlgari Splendida Jasmin Noir,342 ,No-Rate,0,"['Bvlgari', 'Women', 'Perfume', 'Extravagant', 'Green', '100 ml', '2017', 'Gardenia, green notes , sandalwood , jasmine , cashmeran , tonka bean , patchouli .', 'Eau de Parfum', 'Green leaves, gardenia flower', 'Jasmine, sandalwood', 'Patchouli, Tonka Beans, Kashmiran']",Bvlgari,Women,Perfume,Extravagant,Green,100_ml,2017,"Gardenia, green notes , sandalwood , jasmine , cashmeran , tonka bean , patchouli .",Eau de Parfum,"Green leaves, gardenia flower","Jasmine, sandalwood","Patchouli, Tonka Beans, Kashmiran"
Guerlain Encens Mythique,522 ,No-Rate,0,"['Guerlain', 'Unisex', 'Perfume', 'Natural', 'Woody', '125 ml', 'Rose, Aldehydes, Saffron, Pink pepper, Vetiver, Vatchouli, Wood, Ambergris, Frankincense', 'Eau de Parfum', 'Rose, Aldehydes, Saffron', 'Pink pepper, Vetiver, Vatchouli', 'Wood, Ambergris, Frankincense']",Guerlain,Unisex,Perfume,Natural,Woody,125_ml,,"Rose, Aldehydes, Saffron, Pink pepper, Vetiver, Vatchouli, Wood, Ambergris, Frankincense",,"Rose, Aldehydes, Saffron","Pink pepper, Vetiver, Vatchouli","Wood, Ambergris, Frankincense"
Burberry Body Tender,175 ,5,2 ,"['Burberry', 'Women', 'Perfume', 'Natural', 'Aromatic', '85 ml', '2013', 'English roses, white jasmine, sandalwood, lemon, fresh apples, green aventine, amber and musk', 'Eau de Toilette', 'English roses, white jasmine, sandalwood', 'lemon, fresh apples', 'green aventine, amber and musk']",Burberry,Women,Perfume,Natural,Aromatic,85_ml,2013,"English roses, white jasmine, sandalwood, lemon, fresh apples, green aventine, amber and musk",Eau de Toilette,"English roses, white jasmine, sandalwood","lemon, fresh apples","green aventine, amber and musk"
Yves Saint Laurent Supreme Bouquet,880 ,No-Rate,0,"['Yves Saint Laurent', 'Women', 'Perfume', 'Glamorous', 'Floral,Fruity', '75 ml', '2013', 'Bergamot, Pink Pepper, Ylang-Ylang, Tuberose, Amber, Woody Notes, Patchouli.', 'Eau de Parfum']",Yves Saint Laurent,Women,Perfume,Glamorous,FloralFruity,75_ml,2013,"Bergamot, Pink Pepper, Ylang-Ylang, Tuberose, Amber, Woody Notes, Patchouli.",Eau de Parfum,"Bergamot, Pink Pepper"," Ylang-Ylang, Tuberose","Amber, Woody Notes, Patchouli."
Dolce & Gabbana The One for Men EDP,394 ,4.5,2 ,"['Dolce&Gabbana', 'Men', 'Perfume', 'Natural', 'Woody', '100 ml', '2015', 'Coriander, basil, grapefruit, ginger, neroli, cardamom, tobacco, sensual amber, cedar.', 'Eau de Parfum', 'Grapefruit, Coriander, Basil', 'Cardamon, Ginger, Orange Blossom', 'Cedar Wood, Ambergris, Tobacco']",Dolce&Gabbana,Men,Perfume,Natural,Woody,100_ml,2015,"Coriander, basil, grapefruit, ginger, neroli, cardamom, tobacco, sensual amber, cedar.",Eau de Parfum,"Grapefruit, Coriander, Basil","Cardamon, Ginger, Orange Blossom","Cedar Wood, Ambergris, Tobacco"
Coach Dreams,322 ,5,1 ,"['Coach', 'Women', 'Perfume', 'Extravagant', 'Fruity', '90 ml', '2020', 'Pear juice, orange, gardenia, cactus flowers, Joshua tree, ambroxan', 'Eau de Parfum', 'Pear juice, orange', 'Orange, gardenia, cactus flowers', 'Joshua Tree, Ambroxan']",Coach,Women,Perfume,Extravagant,Fruity,90_ml,2020,"Pear juice, orange, gardenia, cactus flowers, Joshua tree, ambroxan",Eau de Parfum,"Pear juice, orange","Orange, gardenia, cactus flowers","Joshua Tree, Ambroxan"
Lacoste Eau De Lacoste L.12.12 Blanc,175 ,4.6,5 ,"['Lacoste', 'Men', 'Perfume', 'Natural', 'Aromatic', '100 ml', '2011', 'Grapefruit, Cardamom, Rosemary, Cedar Leaf, Tuberose Absolute, Olibanum Resinoid, Ylang-Ylang, Vetiver, Suede, Cedarwood, Georgywood', 'Eau de Toilette', 'Grapefruit, Cardamom, Rosemary, Cedar Leaf', 'Tuberose Absolute, Olibanum Resinoid, Ylang-Ylang', 'Vetiver, Suede, Cedarwood, Georgywood']",Lacoste,Men,Perfume,Natural,Aromatic,100_ml,2011,"Grapefruit, Cardamom, Rosemary, Cedar Leaf, Tuberose Absolute, Olibanum Resinoid, Ylang-Ylang, Vetiver, Suede, Cedarwood, Georgywood",Eau de Toilette,"Grapefruit, Cardamom, Rosemary, Cedar Leaf","Tuberose Absolute, Olibanum Resinoid, Ylang-Ylang","Vetiver, Suede, Cedarwood, Georgywood"
Est̩e Lauder Pleasures,251 ,5,1 ,"['Est̩e Lauder', 'Women', 'Perfume', 'Natural', 'Floral', '30 ml', '1995', 'White Lily, Violet Leaves, Green Accents, Black Lilac, White Peony, Karo-Karounde Blossoms, Baie Rose, Pink Rose, Jasmine, Sandalwood, Patchouli', 'Eau de Parfum', 'White Lily, Violet Leaves, Green Accents.', 'Black Lilac, White Peony, Karo-Karounde Blossoms, Baie Rose, Pink Rose, Jasmine.', 'Sandalwood, Patchouli.']",Est̩e Lauder,Women,Perfume,Natural,Floral,30_ml,1995,"White Lily, Violet Leaves, Green Accents, Black Lilac, White Peony, Karo-Karounde Blossoms, Baie Rose, Pink Rose, Jasmine, Sandalwood, Patchouli",Eau de Parfum,"White Lily, Violet Leaves, Green Accents.","Black Lilac, White Peony, Karo-Karounde Blossoms, Baie Rose, Pink Rose, Jasmine.","Sandalwood, Patchouli."
